Unnamed: 0,PLAYER,Unnamed: 2,Real Salary,Year,New Player Name,Count Records,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Player-additional
,,,,2021,Jaylen Nowell,1.0,Jaylen Nowell,SG,21.0,MIN,42.0,759.0,12.3,0.528,0.448,0.164,2.6,11.3,6.8,12.5,1.4,1.4,7.2,21.4,0.3,0.4,0.7,0.044,-1.5,-1.4,-2.8,-0.2,nowelja01
,,,,2022,Jaylen Nowell,1.0,Jaylen Nowell,SG,22.0,MIN,62.0,975.0,16.8,0.581,0.387,0.223,2.4,11.4,6.8,20.2,1.3,1.0,7.4,21.0,2.1,0.7,2.8,0.138,1.5,-0.7,0.8,0.7,nowelja01
,,,,2022,Jaysean Paige,1.0,Jaysean Paige,PG,27.0,DET,1.0,7.0,-22.2,0.0,0.667,0.0,0.0,16.3,7.7,18.1,0.0,0.0,25.0,24.5,-0.1,0.0,-0.1,-0.574,-25.0,-6.5,-31.5,0.0,paigeja01
,,,,2019,Jayson Tatum,1.0,Jayson Tatum,SF,20.0,BOS,79.0,2455.0,15.1,0.547,0.3,0.22,3.0,17.7,10.4,10.0,1.6,2.1,9.7,22.1,1.6,3.4,5.0,0.097,-0.4,0.2,-0.2,1.1,tatumja01
,,,,2020,Jayson Tatum,1.0,Jayson Tatum,PF,21.0,BOS,66.0,2265.0,20.4,0.567,0.383,0.255,3.1,18.5,10.9,14.5,2.0,2.3,10.2,28.6,3.2,3.7,6.9,0.146,3.5,0.6,4,3.4,tatumja01
,,,,2021,Jayson Tatum,1.0,Jayson Tatum,SF,22.0,BOS,64.0,2290.0,21.3,0.576,0.368,0.258,2.4,20.7,11.5,20.3,1.6,1.3,10.4,30.8,4.1,2.5,6.5,0.137,4.2,-0.3,3.9,3.4,tatumja01
,,,,2022,Jayson Tatum,1.0,Jayson Tatum,SF,23.0,BOS,76.0,2731.0,21.8,0.578,0.416,0.3,3.5,20.2,12.1,21.1,1.4,1.6,10.9,32.1,5.0,4.6,9.6,0.169,4.3,0.6,4.9,4.8,tatumja01
,,,,2022,Jeff Dowtin,1.0,Jeff Dowtin,PG,24.0,TOT,9.0,108.0,6.8,0.353,0.346,0.077,7.9,9.8,8.9,12.7,2.2,0.9,15.7,12.8,-0.1,0.1,0.0,-0.01,-5.7,0.1,-5.6,-0.1,dowtije01
,,,,2019,Jeff Green,1.0,Jeff Green,PF,32.0,WAS,77.0,2097.0,13.6,0.608,0.466,0.3,2.9,13.3,8.0,9.2,1.0,1.6,11.5,17.8,2.8,0.8,3.6,0.083,0.0,-1.4,-1.4,0.3,greenje02
,,,,2020,Jeff Green,1.0,Jeff Green,PF-C,33.0,TOT,48.0,960.0,13.7,0.59,0.532,0.265,2.7,12.0,7.5,7.9,1.3,1.7,9.9,19.0,1.2,0.9,2.1,0.104,0.0,-0.1,-0.1,0.5,greenje02
,,,,2021,Jeff Green,1.0,Jeff Green,PF,34.0,BRK,68.0,1835.0,13.0,0.624,0.472,0.304,2.2,13.1,7.9,7.8,0.9,1.3,8.2,15.6,2.9,1.2,4.1,0.107,0.0,-0.9,-0.8,0.6,greenje02
,,,,2022,Jeff Green,1.0,Jeff Green,PF,35.0,DEN,75.0,1849.0,12.5,0.627,0.318,0.374,2.6,11.1,7.0,7.3,0.7,1.3,10.3,16.3,2.7,1.2,3.9,0.101,-1.2,-1.3,-2.5,-0.2,greenje02
,,,,2019,Jeff Teague,1.0,Jeff Teague,PG,30.0,MIN,42.0,1264.0,15.4,0.528,0.252,0.368,1.3,7.7,4.5,37.6,1.6,1.2,16.7,19.3,1.7,0.5,2.2,0.085,0.8,-1.2,-0.4,0.5,teaguje01
,,,,2020,Jeff Teague,1.0,Jeff Teague,PG,31.0,TOT,59.0,1464.0,14.6,0.557,0.239,0.403,1.9,8.6,5.2,30.7,1.4,1.1,16.8,19.5,1.9,0.6,2.5,0.082,-0.2,-1.3,-1.5,0.2,teaguje01
,,,,2021,Jeff Teague,1.0,Jeff Teague,PG,32.0,TOT,55.0,950.0,12.3,0.562,0.289,0.37,1.7,8.3,5.1,18.3,1.7,1.2,16.2,17.7,0.8,0.8,1.6,0.079,-1.7,-0.5,-2.2,-0.1,teaguje01
,,,,2019,Jemerrio Jones,1.0,Jemerrio Jones,SF,23.0,LAL,6.0,143.0,12.1,0.398,0.303,0.061,11.8,23.4,17.7,11.4,2.3,2.9,12.9,11.3,0.0,0.2,0.2,0.084,-2.2,2.4,0.2,0.1,jonesje01
,,,,2022,Jemerrio Jones,1.0,Jemerrio Jones,SF,26.0,LAL,2.0,15.0,14.8,0.667,0.0,0.0,14.4,7.1,10.8,0.0,3.2,0.0,0.0,8.6,0.0,0.0,0.1,0.17,-1.1,0.1,-1,0.0,jonesje01
,,,,2019,Jerami Grant,1.0,Jerami Grant,PF,24.0,OKC,80.0,2612.0,13.8,0.592,0.356,0.269,3.7,13.1,8.2,4.2,1.1,3.2,6.8,15.4,4.0,3.3,7.3,0.134,-0.4,0.6,0.2,1.5,grantje01
,,,,2020,Jerami Grant,1.0,Jerami Grant,PF,25.0,DEN,71.0,1892.0,14.4,0.591,0.397,0.309,3.4,11.2,7.3,6.6,1.3,2.8,8.0,18.0,2.8,1.6,4.4,0.111,0.1,-0.6,-0.5,0.7,grantje01
,,,,2021,Jerami Grant,1.0,Jerami Grant,SF,26.0,DET,54.0,1829.0,16.9,0.556,0.353,0.368,2.1,13.2,7.6,14.3,0.9,2.8,9.1,28.5,1.6,1.6,3.2,0.083,1.9,-0.8,1.1,1.4,grantje01
,,,,2022,Jerami Grant,1.0,Jerami Grant,PF,27.0,DET,47.0,1500.0,16.1,0.556,0.363,0.371,1.9,12.4,6.9,12.5,1.4,2.9,9.5,25.7,1.2,1.1,2.3,0.075,1.4,-0.2,1.2,1.2,grantje01
,,,,2020,Jeremiah Martin,1.0,Jeremiah Martin,PG,23.0,BRK,9.0,99.0,21.8,0.541,0.34,0.264,1.1,9.2,5.2,30.8,3.3,1.7,6.3,26.7,0.2,0.1,0.4,0.176,1.5,1.7,3.2,0.1,martije02
,,,,2021,Jeremiah Martin,1.0,Jeremiah Martin,PG,24.0,CLE,9.0,75.0,1.4,0.313,0.364,0.152,2.9,7.6,5.2,7.9,3.3,2.4,14.6,23.9,-0.4,0.1,-0.3,-0.207,-8.3,-1.1,-9.5,-0.1,martije02
,,,,2022,Jeremiah Robinson-Earl,1.0,Jeremiah Robinson-Earl,C,21.0,OKC,49.0,1087.0,11.7,0.526,0.509,0.167,7.0,19.1,13.0,6.7,1.3,1.3,10.1,15.4,0.4,1.0,1.5,0.065,-1.9,-0.4,-2.2,-0.1,robinje02
,,,,2019,Jeremy Lamb,1.0,Jeremy Lamb,SG,26.0,CHO,79.0,2250.0,17.3,0.552,0.337,0.266,3.1,18.1,10.4,11.9,1.9,1.2,6.8,22.5,3.3,2.0,5.3,0.113,1.2,0,1.2,1.8,lambje01
,,,,2020,Jeremy Lamb,1.0,Jeremy Lamb,SG,27.0,IND,46.0,1291.0,14.0,0.547,0.33,0.23,2.1,14.8,8.5,10.5,2.1,1.5,8.7,19.6,0.9,1.8,2.7,0.099,-1.1,0.8,-0.4,0.5,lambje01
,,,,2021,Jeremy Lamb,1.0,Jeremy Lamb,SG,28.0,IND,36.0,765.0,15.8,0.587,0.464,0.272,3.6,14.9,9.3,9.4,2.1,2.4,6.6,18.4,1.2,0.9,2.1,0.132,0.7,0.7,1.4,0.7,lambje01
,,,,2022,Jeremy Lamb,1.0,Jeremy Lamb,SF-SG,29.0,TOT,56.0,935.0,13.3,0.521,0.49,0.305,3.0,15.3,9.1,12.3,1.6,2.0,8.6,19.7,0.6,0.6,1.2,0.063,-0.4,-0.5,-0.8,0.3,lambje01
,,,,2019,Jeremy Lin,1.0,Jeremy Lin,PG,30.0,TOT,74.0,1436.0,13.5,0.558,0.346,0.388,1.6,11.7,6.6,23.4,1.5,0.8,16.4,21.8,1.2,0.9,2.1,0.07,-1.4,-0.9,-2.2,-0.1,linje01
,,,,2020,Jeremy Pargo,1.0,Jeremy Pargo,PG,33.0,GSW,3.0,44.0,12.6,0.557,0.318,0.045,2.4,5.1,3.7,33.2,1.1,0.0,15.1,25.7,0.0,0.0,0.0,0.011,-2.8,-3.1,-5.9,0.0,pargoje01
,,,,2019,Jerian Grant,1.0,Jerian Grant,PG,26.0,ORL,60.0,939.0,10.8,0.526,0.5,0.182,2.1,9.1,5.6,22.4,2.3,0.5,17.7,13.4,0.5,1.1,1.7,0.085,-2.9,1.3,-1.6,0.1,grantje02
,,,,2020,Jerian Grant,1.0,Jerian Grant,SG,27.0,WAS,6.0,80.0,6.6,0.449,0.296,0.259,2.6,5.7,4.1,15.3,0.6,1.1,9.1,17.2,0.0,0.0,0.0,-0.018,-4.5,-2,-6.5,-0.1,grantje02
,,,,2022,Jericho Sims,1.0,Jericho Sims,PF,23.0,NYK,41.0,555.0,11.6,0.674,0.0,0.537,11.6,21.3,16.4,5.3,1.0,3.9,23.1,6.9,0.7,0.8,1.5,0.128,-2.8,1.1,-1.7,0.0,simsje01
,,,,2019,Jerome Robinson,1.0,Jerome Robinson,SG,21.0,LAC,33.0,320.0,7.2,0.491,0.518,0.082,1.0,12.2,6.8,8.3,1.6,0.7,10.2,16.7,-0.2,0.3,0.1,0.012,-4.2,-0.5,-4.7,-0.2,robinje01
,,,,2020,Jerome Robinson,1.0,Jerome Robinson,SG,22.0,TOT,63.0,979.0,7.4,0.476,0.494,0.184,1.4,12.8,7.0,11.9,1.3,1.5,12.8,16.4,-0.6,0.8,0.2,0.009,-3.8,-0.2,-3.9,-0.5,robinje01
,,,,2021,Jerome Robinson,1.0,Jerome Robinson,SG,23.0,WAS,17.0,305.0,4.1,0.4,0.442,0.211,1.4,11.8,6.6,10.2,1.8,1.6,15.5,16.7,-0.7,0.3,-0.4,-0.057,-6.9,-0.1,-7,-0.4,robinje01
,,,,2019,Jerryd Bayless,1.0,Jerryd Bayless,PG,30.0,MIN,34.0,657.0,8.5,0.431,0.426,0.122,1.8,8.4,5.0,24.6,1.3,0.3,11.7,17.6,-0.2,0.2,0.0,-0.003,-2.9,-1.7,-4.6,-0.4,bayleje01
,,,,2019,Jevon Carter,1.0,Jevon Carter,PG,23.0,MEM,39.0,577.0,7.8,0.432,0.551,0.173,2.7,10.3,6.4,17.4,2.2,1.8,14.2,18.0,-0.7,0.7,0.0,-0.003,-4.1,0.1,-4,-0.3,carteje01
,,,,2020,Jevon Carter,1.0,Jevon Carter,PG,24.0,PHO,58.0,945.0,11.3,0.563,0.601,0.111,3.5,10.5,6.9,11.9,2.4,1.6,11.2,12.9,0.8,1.0,1.8,0.093,-0.7,1.3,0.6,0.6,carteje01
,,,,2021,Jevon Carter,1.0,Jevon Carter,PG,25.0,PHO,60.0,717.0,12.2,0.548,0.677,0.031,2.6,11.8,7.3,13.0,2.0,1.1,6.6,15.0,0.7,0.8,1.6,0.104,-0.4,0.9,0.5,0.5,carteje01
,,,,2022,Jevon Carter,1.0,Jevon Carter,PG,26.0,TOT,66.0,905.0,9.6,0.531,0.672,0.071,1.7,11.2,6.6,14.0,1.3,1.4,11.5,14.0,0.5,0.7,1.2,0.062,-1.8,-0.4,-2.2,-0.1,carteje01
,,,,2019,Jimmer Fredette,1.0,Jimmer Fredette,SG,29.0,PHO,6.0,65.0,3.6,0.348,0.448,0.207,1.7,10.4,6.0,17.5,2.2,0.0,13.6,24.2,-0.2,0.0,-0.2,-0.166,-8.4,-2.9,-11.3,-0.2,fredeji01
,,,,2019,Jimmy Butler,1.0,Jimmy Butler,SF-SG,29.0,TOT,65.0,2185.0,20.2,0.571,0.213,0.404,6.0,10.5,8.3,18.0,2.7,1.4,8.2,22.3,5.4,2.5,7.9,0.173,2.8,0.9,3.7,3.2,butleji01
,,,,2020,Jimmy Butler,1.0,Jimmy Butler,SF,30.0,MIA,58.0,1959.0,23.6,0.585,0.157,0.693,6.3,15.4,11.0,28.1,2.6,1.6,11.4,25.1,6.3,2.7,9.0,0.221,4.0,1.5,5.4,3.7,butleji01
,,,,2021,Jimmy Butler,1.0,Jimmy Butler,SF,31.0,MIA,52.0,1745.0,26.5,0.607,0.139,0.565,6.3,17.1,11.8,35.1,3.1,1.1,10.6,26.6,6.6,2.7,9.3,0.255,5.4,2.3,7.7,4.3,butleji01
,,,,2022,Jimmy Butler,1.0,Jimmy Butler,SF,32.0,MIA,57.0,1931.0,23.6,0.592,0.14,0.549,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,6.2,2.9,9.2,0.228,4.5,1.9,6.3,4.0,butleji01
,,,,2019,Joakim Noah,1.0,Joakim Noah,C,33.0,MEM,42.0,693.0,18.6,0.571,0.005,0.512,9.2,29.6,19.3,20.6,1.4,4.2,16.1,20.0,1.0,1.2,2.2,0.15,-0.3,2.4,2.1,0.7,noahjo01
,,,,2020,Joakim Noah,1.0,Joakim Noah,C,34.0,LAC,5.0,50.0,11.1,0.608,0.0,1.0,10.7,22.3,16.6,17.9,0.9,1.8,34.2,14.7,0.0,0.1,0.1,0.096,-4.1,2.5,-1.6,0.0,noahjo01
,,,,2022,Jock Landale,1.0,Jock Landale,C,26.0,SAS,54.0,589.0,16.0,0.597,0.436,0.201,11.1,13.5,12.3,10.6,0.8,2.0,12.3,18.1,1.0,0.4,1.5,0.121,0.7,-1.1,-0.4,0.2,landajo01
,,,,2019,Jodie Meeks,1.0,Jodie Meeks,SG,31.0,TOR,8.0,104.0,16.0,0.647,0.462,0.026,1.1,11.1,6.2,11.5,0.5,0.8,4.8,17.1,0.2,0.1,0.3,0.153,1.4,-0.8,0.5,0.1,meeksjo01
,,,,2019,Joe Chealey,1.0,Joe Chealey,PG,23.0,CHO,1.0,8.0,2.0,0.333,0.0,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,16.2,0.0,0.0,0.0,-0.08,-8.5,-6,-14.6,0.0,chealjo01
,,,,2020,Joe Chealey,1.0,Joe Chealey,PG,24.0,CHO,4.0,33.0,-2.9,0.127,0.571,0.286,0.0,0.0,0.0,3.9,6.1,0.0,20.2,13.2,-0.2,0.0,-0.1,-0.188,-14.3,1.7,-12.5,-0.1,chealjo01
,,,,2019,Joe Harris,1.0,Joe Harris,SG,27.0,BRK,76.0,2293.0,13.5,0.645,0.516,0.178,2.4,10.9,6.7,11.9,0.8,0.6,13.0,17.0,3.8,1.7,5.5,0.116,0.8,-0.3,0.5,1.4,harrijo01
,,,,2020,Joe Harris,1.0,Joe Harris,SF,28.0,BRK,69.0,2123.0,13.3,0.606,0.518,0.114,3.2,11.2,7.3,10.4,0.9,0.7,11.2,18.3,2.5,1.8,4.3,0.097,0.4,-0.6,-0.2,1.0,harrijo01
,,,,2021,Joe Harris,1.0,Joe Harris,SF,29.0,BRK,69.0,2141.0,14.1,0.663,0.628,0.089,2.3,10.1,6.4,8.4,1.0,0.6,7.8,16.2,4.1,1.1,5.2,0.117,1.5,-1.2,0.4,1.3,harrijo01
,,,,2022,Joe Harris,1.0,Joe Harris,SF,30.0,BRK,14.0,423.0,9.6,0.624,0.71,0.048,1.3,12.8,7.2,4.5,0.8,0.4,11.2,14.5,0.3,0.2,0.5,0.06,-0.9,-0.5,-1.4,0.1,harrijo01
,,,,2019,Joe Ingles,1.0,Joe Ingles,PF,31.0,UTA,82.0,2568.0,13.4,0.581,0.602,0.153,1.5,12.2,7.0,26.1,1.8,0.6,18.4,17.5,2.5,3.6,6.0,0.113,0.3,1.1,1.4,2.2,inglejo01
,,,,2020,Joe Ingles,1.0,Joe Ingles,PF,32.0,UTA,72.0,2137.0,12.6,0.595,0.638,0.17,1.4,12.5,7.2,24.4,1.5,0.4,19.3,15.1,2.7,2.1,4.8,0.108,0.1,0.7,0.7,1.5,inglejo01
,,,,2021,Joe Ingles,1.0,Joe Ingles,SF,33.0,UTA,67.0,1867.0,15.9,0.672,0.722,0.16,1.6,11.8,6.9,24.0,1.2,0.5,16.3,16.6,4.7,2.3,7.0,0.18,2.6,0.9,3.5,2.6,inglejo01
,,,,2022,Joe Ingles,1.0,Joe Ingles,SF,34.0,UTA,45.0,1122.0,10.0,0.551,0.789,0.077,1.2,11.2,6.4,19.0,1.0,0.4,13.5,13.2,1.3,0.9,2.2,0.094,-0.7,0.5,-0.3,0.5,inglejo01
,,,,2022,Joe Johnson,1.0,Joe Johnson,SG,40.0,BOS,1.0,2.0,38.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.335,12.1,2.8,15,0.0,johnsjo02
,,,,2022,Joe Wieskamp,1.0,Joe Wieskamp,SG,22.0,SAS,29.0,205.0,7.1,0.494,0.768,0.232,2.0,5.2,3.6,5.5,0.9,1.2,3.1,13.1,0.1,0.1,0.1,0.035,-2.9,-1.1,-3.9,-0.1,wieskjo01
,,,,2022,Joel Ayayi,1.0,Joel Ayayi,SG,21.0,WAS,7.0,20.0,3.4,0.167,0.167,0.0,5.6,10.9,8.3,25.4,0.0,0.0,0.0,13.3,0.0,0.0,0.0,-0.098,-4.3,-1.7,-6,0.0,ayayijo01
,,,,2019,Joel Embiid,1.0,Joel Embiid,C,24.0,PHI,64.0,2154.0,26.1,0.593,0.219,0.541,8.1,34.0,21.4,18.4,1.0,4.4,13.2,33.3,4.9,3.8,8.7,0.194,4.0,0.9,4.9,3.8,embiijo01
,,,,2020,Joel Embiid,1.0,Joel Embiid,C,25.0,PHI,51.0,1506.0,25.8,0.59,0.215,0.543,10.3,33.2,21.7,16.9,1.4,3.7,13.8,32.9,3.3,2.7,6.0,0.192,3.7,1,4.7,2.5,embiijo01
,,,,2021,Joel Embiid,1.0,Joel Embiid,C,26.0,PHI,51.0,1585.0,30.3,0.636,0.171,0.61,8.0,29.1,18.7,16.2,1.5,3.9,12.2,35.3,5.6,3.2,8.8,0.266,6.3,1.2,7.5,3.8,embiijo01
,,,,2022,Joel Embiid,1.0,Joel Embiid,C,27.0,PHI,68.0,2297.0,31.2,0.616,0.188,0.602,7.2,31.1,19.4,23.5,1.7,3.9,11.3,37.2,7.9,4.1,12.0,0.252,7.2,2,9.2,6.5,embiijo01
,,,,2019,John Collins,1.0,John Collins,PF,21.0,ATL,61.0,1829.0,21.8,0.627,0.19,0.32,12.3,22.1,17.1,11.0,0.6,1.8,11.2,23.7,5.0,1.0,6.0,0.158,2.8,-1.9,0.9,1.3,collijo01
,,,,2020,John Collins,1.0,John Collins,PF,22.0,ATL,41.0,1363.0,23.5,0.659,0.243,0.248,9.0,24.0,16.4,7.6,1.1,4.1,10.1,22.7,3.8,1.2,4.9,0.174,3.7,-0.6,3.1,1.7,collijo01
,,,,2021,John Collins,1.0,John Collins,PF,23.0,ATL,63.0,1848.0,20.6,0.645,0.27,0.265,7.1,20.3,13.8,6.9,0.9,3.0,8.9,22.2,4.8,1.9,6.7,0.174,2.5,-0.2,2.3,2.0,collijo01
,,,,2022,John Collins,1.0,John Collins,PF,24.0,ATL,54.0,1663.0,18.7,0.61,0.273,0.262,6.2,21.5,13.9,8.9,1.0,3.0,7.7,20.5,3.6,1.4,5.1,0.146,1.5,0,1.5,1.5,collijo01
,,,,2019,John Henson,1.0,John Henson,C,28.0,MIL,14.0,188.0,17.1,0.553,0.463,0.149,9.2,28.0,19.2,10.1,1.7,4.9,14.4,18.6,0.1,0.4,0.6,0.146,0.4,2.1,2.5,0.2,hensojo01
,,,,2020,John Henson,1.0,John Henson,C,29.0,TOT,40.0,600.0,17.0,0.578,0.211,0.269,8.5,21.8,15.1,13.4,2.0,6.0,15.8,16.3,0.6,0.8,1.4,0.109,-1.2,2.1,0.9,0.4,hensojo01
,,,,2019,John Holland,1.0,John Holland,SF,30.0,CLE,1.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.032,-3.4,-1.6,-5,0.0,hollajo02
,,,,2019,John Jenkins,1.0,John Jenkins,SG,27.0,TOT,26.0,333.0,9.7,0.536,0.552,0.171,1.8,10.0,5.8,9.9,0.0,0.5,7.4,15.7,0.2,0.0,0.2,0.031,-1.0,-2.4,-3.4,-0.1,jenkijo01
,,,,2020,John Konchar,1.0,John Konchar,SG,23.0,MEM,19.0,181.0,18.0,0.713,0.27,0.054,10.7,16.6,13.7,16.2,1.8,1.5,15.6,10.3,0.5,0.2,0.7,0.182,2.5,2,4.5,0.3,konchjo01
,,,,2021,John Konchar,1.0,John Konchar,SG,24.0,MEM,43.0,575.0,14.8,0.608,0.406,0.217,6.4,17.3,11.8,10.7,2.5,1.4,10.6,12.4,0.9,0.8,1.7,0.145,-0.2,1.4,1.2,0.5,konchjo01
,,,,2022,John Konchar,1.0,John Konchar,SG,25.0,MEM,72.0,1292.0,14.0,0.615,0.481,0.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,2.4,1.8,4.2,0.155,0.2,1.3,1.5,1.2,konchjo01
,,,,2019,John Wall,1.0,John Wall,PG,28.0,WAS,32.0,1104.0,18.0,0.527,0.306,0.317,1.5,10.1,5.7,39.2,2.1,2.2,16.1,28.8,0.5,0.7,1.2,0.051,2.2,-1.4,0.9,0.8,walljo01
,,,,2021,John Wall,1.0,John Wall,PG,30.0,HOU,40.0,1288.0,15.4,0.503,0.343,0.291,1.3,9.7,5.3,36.2,1.5,2.1,14.7,31.7,-1.0,0.8,-0.2,-0.007,1.2,-1.9,-0.7,0.4,walljo01
,,,,2019,Johnathan Motley,1.0,Johnathan Motley,PF,23.0,LAC,22.0,156.0,18.9,0.563,0.041,0.548,12.6,21.7,17.3,11.7,1.5,1.5,15.0,28.8,0.1,0.2,0.3,0.092,-1.2,-0.7,-1.9,0.0,motlejo01
,,,,2020,Johnathan Motley,1.0,Johnathan Motley,PF,24.0,LAC,13.0,41.0,28.5,0.774,0.067,0.467,7.8,17.3,12.7,32.9,3.5,0.0,21.7,23.5,0.2,0.1,0.3,0.299,4.8,3.3,8.1,0.1,motlejo01
,,,,2019,Johnathan Williams,1.0,Johnathan Williams,C,23.0,LAL,24.0,372.0,15.1,0.599,0.018,0.436,13.6,13.9,13.7,4.9,1.0,1.5,10.9,16.4,0.7,0.3,1.0,0.135,-2.0,-1.1,-3.2,-0.1,willijo04
,,,,2020,Johnathan Williams,1.0,Johnathan Williams,PF,24.0,WAS,15.0,180.0,14.0,0.566,0.059,0.382,14.0,25.3,19.4,5.9,0.3,3.9,11.2,10.3,0.3,0.1,0.4,0.109,-0.8,-1.3,-2,0.0,willijo04
,,,,2019,Jon Leuer,1.0,Jon Leuer,PF,29.0,DET,41.0,402.0,13.2,0.616,0.097,0.274,7.1,19.8,13.2,5.5,1.5,0.8,15.4,16.1,0.4,0.5,0.9,0.11,-2.8,0.4,-2.5,0.0,leuerjo01
,,,,2022,Jon Teske,1.0,Jon Teske,C,24.0,MEM,3.0,8.0,1.5,0.0,0.0,2.0,0.0,26.8,13.1,13.8,6.0,0.0,0.0,9.6,0.0,0.0,0.0,-0.08,-8.5,3.7,-4.8,0.0,teskejo01
,,,,2019,Jonah Bolden,1.0,Jonah Bolden,PF,23.0,PHI,44.0,639.0,12.7,0.595,0.593,0.167,8.0,19.0,13.7,8.5,1.3,4.8,17.2,13.8,0.5,0.9,1.4,0.106,-1.8,1.1,-0.7,0.2,boldejo01
,,,,2020,Jonah Bolden,1.0,Jonah Bolden,C,24.0,TOT,7.0,47.0,4.9,0.392,0.364,0.364,7.0,14.3,10.6,0.0,3.0,3.7,13.6,13.4,-0.1,0.1,0.0,-0.006,-8.8,-0.4,-9.2,-0.1,boldejo01
,,,,2019,Jonas Jerebko,1.0,Jonas Jerebko,PF,31.0,GSW,73.0,1218.0,13.5,0.588,0.53,0.225,6.6,18.1,12.6,10.1,1.1,1.2,9.9,15.2,2.1,1.2,3.3,0.13,-0.3,-0.4,-0.7,0.4,jerebjo01
,,,,2019,Jonas Valančiūnas,3.0,Jonas Valančiūnas,C,26.0,TOT,49.0,1091.0,24.4,0.616,0.089,0.344,10.7,31.4,21.1,12.0,0.8,4.4,12.7,28.5,2.2,1.9,4.2,0.183,2.2,0.4,2.7,1.3,valanjo01
,,,,2019,Jonas Valančiūnas,3.0,Jonas Valančiūnas,C,26.0,TOR,30.0,564.0,24.4,0.639,0.116,0.363,10.6,30.2,20.6,8.5,1.1,3.4,11.5,25.9,1.6,1.1,2.6,0.224,2.3,0.8,3.2,0.7,valanjo01
,,,,2019,Jonas Valančiūnas,3.0,Jonas Valančiūnas,C,26.0,MEM,19.0,527.0,24.4,0.594,0.065,0.326,10.9,32.7,21.6,15.7,0.6,5.4,13.8,31.4,0.7,0.9,1.5,0.14,2.1,0,2.1,0.5,valanjo01
,,,,2020,Jonas Valančiūnas,1.0,Jonas Valančiūnas,C,27.0,MEM,70.0,1845.0,22.2,0.631,0.123,0.271,12.4,32.2,22.5,10.9,0.8,3.6,13.3,21.5,4.2,2.8,7.0,0.182,2.1,0.2,2.4,2.0,valanjo01
,,,,2021,Jonas Valančiūnas,1.0,Jonas Valančiūnas,C,28.0,MEM,62.0,1755.0,24.4,0.636,0.077,0.273,15.1,31.9,23.4,10.0,1.0,2.9,10.7,22.4,5.1,2.6,7.8,0.213,3.2,-0.3,3,2.2,valanjo01
,,,,2022,Jonas Valančiūnas,1.0,Jonas Valančiūnas,C,29.0,NOP,74.0,2240.0,21.2,0.617,0.168,0.308,10.9,31.2,20.8,14.0,0.9,2.6,14.4,23.8,4.6,2.7,7.3,0.156,2.0,-0.1,1.9,2.2,valanjo01
,,,,2019,Jonathan Isaac,1.0,Jonathan Isaac,PF,21.0,ORL,75.0,1996.0,13.0,0.537,0.435,0.221,5.2,17.0,11.0,5.7,1.4,4.1,10.1,16.3,0.9,3.1,4.0,0.096,-1.4,1,-0.4,0.8,isaacjo01
,,,,2020,Jonathan Isaac,1.0,Jonathan Isaac,PF,22.0,ORL,34.0,980.0,17.3,0.552,0.283,0.232,6.2,19.6,12.7,7.4,2.6,7.2,11.8,18.3,0.6,1.9,2.5,0.12,-0.6,2.9,2.3,1.1,isaacjo01
,,,,2022,Jonathan Kuminga,1.0,Jonathan Kuminga,SF,19.0,GSW,70.0,1185.0,15.2,0.6,0.324,0.413,5.1,16.1,10.8,8.4,1.3,1.8,12.0,22.7,1.3,1.8,3.0,0.123,-1.3,-0.2,-1.5,0.1,kuminjo01
,,,,2019,Jonathon Simmons,1.0,Jonathon Simmons,SG-SF,29.0,TOT,56.0,1064.0,8.5,0.466,0.297,0.277,2.7,10.0,6.3,16.7,1.3,1.2,14.8,18.7,-0.8,1.1,0.3,0.013,-3.9,-0.3,-4.2,-0.6,simmojo02
,,,,2021,Jontay Porter,1.0,Jontay Porter,PF,21.0,MEM,11.0,54.0,9.2,0.64,0.533,0.333,7.8,19.9,13.7,2.5,2.7,1.7,28.9,18.9,-0.1,0.1,0.0,0.019,-6.8,0.3,-6.5,-0.1,portejo01
,,,,2019,Jordan Bell,1.0,Jordan Bell,C,24.0,GSW,68.0,788.0,12.9,0.531,0.01,0.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,0.5,1.1,1.6,0.096,-2.2,1.3,-0.9,0.2,belljo01
,,,,2020,Jordan Bell,1.0,Jordan Bell,C,25.0,TOT,29.0,256.0,13.9,0.577,0.179,0.463,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,0.2,0.2,0.4,0.07,-1.4,-1.1,-2.5,0.0,belljo01
